food_id,food_type,food_name_th,food_name_en,food_group,food_subgroup,energy,water,protein,fat,carbohydrate,fibre,ash,calcium,phosphorus,magnesium,sodium,potassium,iron,copper,zinc,iodine,selenium,betacarotene,retinol,vitamin_A,thiamin,riboflavin,niacin,vitamin_C,vitamin_E,folate,cobalamin,sugar,cholesterol,sfa,sfa_4_0,sfa_6_0,sfa_8_0,sfa_10_0,sfa_12_0,sfa_14_0,sfa_16_0,sfa_18_0,mufa,mufa_16_1,mufa_18_1,mufa_20_1,mufa_22_1,pufa,pufa_18_2,pufa_18_3,pufa_18_4,pufa_20_4,pufa_20_5,pufa_22_5,pufa_22_6,asparticacid,threonine,serine,glutamic_acid,proline,glycine,alanine,cystine,valine,methionine,isoleucine,leucine,tryrosine,phenylalanine,histidine,lysine,arginine,total_amino_acid,catechin,epicatechin,gallic,energy_fat,fat_all,fat_saturated
04181,foundation,"มะเดื่อ, ผลอ่อน","Fig, young fruit",ผักและผลิตภัณฑ์,ไม่ระบุ,,88.5,1.30,,,,1.00,,,,,,,,,11.00,,31,,2,tr,0.97,0.10,6,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04184,foundation,"มะระ, ยอดอ่อน","Bitter cucumber, tender tips",ผักและผลิตภัณฑ์,ไม่ระบุ,86,75.6,5.80,0.30,15.20,0,3.10,45,78,,,,3.00,,,,,,,,1.00,0.26,1.20,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04182,foundation,"มะตูม, ยอดอ่อน","Bael, tender tips",ผักและผลิตภัณฑ์,ไม่ระบุ,100,73.2,6.10,1.70,15.30,0,3.70,,,,,,,,,,,1054,,87,0.22,0.79,4.50,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04183,foundation,"มะยม, ยอดอ่อน","Star gooseberry, tender tips",ผักและผลิตภัณฑ์,ไม่ระบุ,31,74.3,5.60,1.00,8.14,9.4,1.61,147,,,,,0.94,,,,,2193,,182,0.02,0.69,2.40,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04185,foundation,มะระขี้นก,"Bitter gourd, Thai",ผักและผลิตภัณฑ์,ไม่ระบุ,19,92.9,1.18,0.44,0.81,3.8,0.86,229,5,203,26,,0.23,0.46,1.74,1.49,,124,,10,0.07,0.07,0.91,118,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04187,foundation,"มะรุม, ฝัก","Horse radish tree, pods",ผักและผลิตภัณฑ์,ไม่ระบุ,10,89.9,2.20,0.20,5.40,1.2,1.10,9,26,,,,1.50,,,,,169,,14,0.05,0.05,0.60,185,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04186,foundation,มะระจีน,"Bitter cucumber, Chinese",ผักและผลิตภัณฑ์,ไม่ระบุ,19,93.7,0.94,0.16,2.47,2.2,0.54,19,31,19,7,314,0.50,0.05,0.22,1.24,,4,,tr,0.03,0.03,0.72,50,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04188,foundation,"มะละกอดิบ, ผลป้อม","Papaya, raw, short shape",ผักและผลิตภัณฑ์,ไม่ระบุ,36,90.1,0.80,0.10,8.10,0,0.90,20,18,,,,0.50,,,,,0,,0,0.00,0.01,0.40,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04191,foundation,มะอึก,Ma-eok,ผักและผลิตภัณฑ์,ไม่ระบุ,65,83.9,1.90,0.80,12.70,0,0.70,26,41,,,,0.80,,,,,1086,,90,0.07,0.05,4.90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04192,foundation,"มันเทศ, ใบอ่อน","Sweet potato, young leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,58,84.8,3.60,0.80,9.20,0,1.60,89,68,,,,4.20,,,,,2700,,225,0.07,0.80,1.30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04189,foundation,"มะละกอดิบ, ผลยาว","Papaya, raw, long shape",ผักและผลิตภัณฑ์,ไม่ระบุ,25,93.2,0.60,0.10,5.50,0,0.60,13,13,,,,0.50,,,,,0,,0,0.05,0.02,0.40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04190,foundation,มะแว้ง,Sparrow brinjal,ผักและผลิตภัณฑ์,ไม่ระบุ,72,82.3,2.60,1.00,13.20,0,0.90,50,68,,,,1.00,,,,,828,,69,0.04,0.10,8.40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04193,foundation,"มันปู, ใบอ่อน","Mon-pu, young leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,78,71.2,0.90,0.80,8.50,16.7,1.90,110,,,,,,,,12.00,,5646,,470,tr,2.12,0.36,27,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04196,foundation,"ยอ, ใบ","Indian mulberry, leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,0,77.3,5.00,1.20,0.00,0,2.00,469,tr,,,,1.40,,,,,3999,,333,0.30,0.14,7.20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04194,foundation,"เม่านา/ส้มเม่า/เม่าไข่ปลา, ยอดอ่อน","Mau-na, tender tips",ผักและผลิตภัณฑ์,ไม่ระบุ,60,80.4,3.10,0.45,7.25,7.1,1.70,242,,,,,,,,,,2269,,189,0.04,0.62,0.50,5,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04195,foundation,"แมงลัก, ใบ","Lemon basil, leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,40,89.9,2.90,1.00,5.00,0,1.20,140,40,,,,17.20,,,,,6396,,533,0.12,0.28,1.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04197,foundation,"ยอ, ลูกสด, ไม่รวมเมล็ด","Awltree, raw, fruit",ผักและผลิตภัณฑ์,ไม่ระบุ,0,87.6,0.96,0.30,0.00,,1.12,,,,,,,,,2.73,,5,,0,0.10,0.06,0.48,110,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04198,foundation,ยอดมะพร้าวอ่อน,"Coconut, heart",ผักและผลิตภัณฑ์,ไม่ระบุ,0,89.3,1.95,0.55,0.00,0.8,1.15,58,53,,,,0.35,,,,,5,,tr,0.03,0.08,1.90,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04200,foundation,"ยี่หร่า, ใบ","Tree Basil, leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,41,86.2,3.84,0.99,1.50,5.7,1.77,286,56,81,9,,,0.33,0.40,4.00,,7410,,618,0.14,0.32,8.20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04199,foundation,"ย่านาง, ใบ","Ya-nang, young leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,0,67.6,5.60,0.90,0.00,0,1.90,155,11,,,,7.00,,,,,,,,0.03,0.36,1.40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04203,foundation,ลูกเนียง/ชะเนียง,"Djenkol beans, fruit",ผักและผลิตภัณฑ์,ไม่ระบุ,0,59.6,8.80,0.40,0.00,0,0.50,25,52,,,,0.70,,,,,648,,54,0.19,0.01,0.40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04201,foundation,"ลิ้นฟ้า/เพกา, ใบ","Broken bone tree, leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,0,67.1,9.60,2.80,0.00,0,2.70,,,,,,,,,,,690,,58,0.17,0.09,1.20,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04202,foundation,"ลิ้นฟ้า/เพกา, ยอด","Broken bone tree, tips",ผักและผลิตภัณฑ์,ไม่ระบุ,0,76.4,6.40,2.60,0.00,,1.60,,,,,,,,,,,,,,0.18,0.69,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04204,foundation,ลูกเนียงนก,"Djenkol beans, fruit",ผักและผลิตภัณฑ์,ไม่ระบุ,0,61.7,8.60,0.70,0.00,0,0.90,7,80,,,,tr,,,4.00,,18,,1,0.06,0.81,1.80,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04206,foundation,"ลูกประ, ดอง","Look pra, pickled",ผักและผลิตภัณฑ์,ไม่ระบุ,331,46.5,5.90,27.90,9.70,9.2,0.80,,,,,,,,,,,0,,0,0.04,0.04,1.70,0,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04205,foundation,ลูกเนียงรอก,"Djenkol beans, fruit",ผักและผลิตภัณฑ์,ไม่ระบุ,65,78.1,2.20,0.80,6.50,11.5,0.90,,,,,,,,,,,249,,21,0.03,,,61,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04208,foundation,ส้มป่อย,Som-poi,ผักและผลิตภัณฑ์,ไม่ระบุ,,85.6,3.80,,,,0.70,95,,,,,,,,,,6568,,547,0.04,0.26,1.10,6,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04207,foundation,"ส้มเกรียบ, ใบและยอดอ่อน ()",,ผักและผลิตภัณฑ์,ไม่ระบุ,83,74.8,3.10,1.30,10.40,8.8,1.60,,,,,,,,,,,1530,,128,0.02,0.28,,86,18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04211,foundation,"สะเดา, ยอด","Neem tree, tender tips",ผักและผลิตภัณฑ์,ไม่ระบุ,0,77.9,5.40,0.50,0.00,0,1.50,354,26,,,,4.60,,,,,3611,,300,0.06,0.07,3.50,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04210,foundation,"สะเดา, ดอก","Neem tree, flowers",ผักและผลิตภัณฑ์,ไม่ระบุ,84,77.4,5.50,4.20,0.00,12.2,1.60,,,,,,,,,,,1264,,105,0.11,,6.20,123,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04209,foundation,สมอไทย,Chebulic Marobalans,ผักและผลิตภัณฑ์,ไม่ระบุ,0,85.9,1.20,1.70,0.00,0,0.40,18,18,,,,tr,,,,,300,,25,0.00,0.01,2.00,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04212,foundation,สะตอ,Bitter bean,ผักและผลิตภัณฑ์,ไม่ระบุ,0,70.7,8.00,4.00,0.00,0,1.30,76,83,,,,0.70,,,,,474,,39,0.11,0.01,1.00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04213,foundation,"สะแล, ดอก","Sa- lare, flowers",ผักและผลิตภัณฑ์,ไม่ระบุ,0,80.8,6.00,1.60,0.00,0,2.30,349,4,,,,1.20,,,,,363,,30,0.11,0.54,0.30,13,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04214,foundation,สันตะวาใบพาย,Santawa- bai- phai,ผักและผลิตภัณฑ์,ไม่ระบุ,0,97.1,0.40,0.10,0.00,0,0.60,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04216,foundation,"สำประศรี, ต้นอ่อน ()",,ผักและผลิตภัณฑ์,ไม่ระบุ,24,90.9,2.20,0.40,1.40,3.3,1.80,52,,,,,,,,16.00,,15156,,1263,0.05,0.03,2.70,15,30.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04215,foundation,สายบัว,"Water lily, stem",ผักและผลิตภัณฑ์,ไม่ระบุ,0,87.4,0.20,0.10,0.00,0,0.50,0,3,,,,0.20,,,,,59,,5,0.02,0.02,0.40,8,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04217,foundation,เสม็ด,"Eugenia, trips, milk wood",ผักและผลิตภัณฑ์,ไม่ระบุ,57,81.5,2.40,0.90,5.40,9,0.80,,,,,,,,,,,1824,,152,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04219,foundation,"หญ้าปักกิ่ง, ราก","Beijing grass/Angel grass, root",ผักและผลิตภัณฑ์,ไม่ระบุ,14,93.6,0.50,0.20,0.70,3.5,1.50,64,,,,,,,,,,70,,5,0.07,0.04,0.70,6,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04220,foundation,"หญ้าปักกิ่ง, ต้นและใบ","Beijing grass/Angel grass, stems   and leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,12,94.6,0.80,0.20,0.60,2.5,1.30,101,,,,,,,,,,606,,50,0.04,0.07,0.20,9,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04218,foundation,"โสน, ดอก","Sesbania, flowers, yellow",ผักและผลิตภัณฑ์,ไม่ระบุ,42,87.1,3.60,0.40,4.11,3.9,0.89,51,60,,,,8.20,,,,,2004,,167,0.26,0.40,2.80,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04221,foundation,หน่อไม้ไผ่ตง,"Bamboo shoot, cultivaled",ผักและผลิตภัณฑ์,ไม่ระบุ,0,91.9,2.30,0.20,0.00,0,0.80,49,55,,,,0.30,,,,,,,,0.06,0.06,0.80,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04224,foundation,"หน่อไม้พันธุ์กิมซุง, ดิบ","Bamboo shoot, raw",ผักและผลิตภัณฑ์,ไม่ระบุ,33,90.6,1.97,0.57,3.95,2.2,0.75,13,45,,,,0.32,,,,,10,,0,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04223,foundation,"หน่อไม้พันธุ์กิมซุง, ต้ม","Bamboo shoot, boil",ผักและผลิตภัณฑ์,ไม่ระบุ,22,93.5,1.81,0.56,1.37,2.3,0.51,15,35,,,,0.28,,,,,0,,tr,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04222,foundation,หน่อไม้ไผ่ป่า,"Bamboo shoot, wild",ผักและผลิตภัณฑ์,ไม่ระบุ,0,91.3,2.40,0.20,0.00,0,0.70,58,48,,,,0.20,,,,,,,tr,0.08,0.18,1.20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04225,foundation,"หน่อไม้หวาน, หน่อเล็ก","Bamboo shoot, hairy, sweet",ผักและผลิตภัณฑ์,ไม่ระบุ,0,96.6,1.90,0.20,0.00,0,0.90,20,26,,,,0.10,,,,,25,,2,0.06,0.24,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04227,foundation,"หน่อหวาย, คั่ว","Rattan palm, roasted",ผักและผลิตภัณฑ์,ไม่ระบุ,0,0.1,27.27,5.44,0.00,,6.68,541,613,318,6,1513,4.06,,22.02,16.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04226,foundation,"หน่อไม้หวาน, หน่อใหญ่","Bamboo shoot, hairy, sweet",ผักและผลิตภัณฑ์,ไม่ระบุ,0,94.5,1.50,0.30,0.00,0,0.60,3,2,,,,0.60,,,,,44,,3,0.05,0.25,1.20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04228,foundation,"หน่อหวาย, ต้ม, อบแห้ง","Rattan palm, boiled and baked",ผักและผลิตภัณฑ์,ไม่ระบุ,0,9.7,27.51,6.27,0.00,,5.79,494,599,321,6,1058,4.10,,21.88,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04232,foundation,"หยวกกล้วย, อ่อน","Banana, young stem",ผักและผลิตภัณฑ์,ไม่ระบุ,0,95.7,0.80,0.20,0.00,0,0.70,25,3,,,,0.04,,,,,0,,0,0.02,0.24,0.30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04229,foundation,หน่อเหรียง,"Nitta tree, sprout",ผักและผลิตภัณฑ์,ไม่ระบุ,0,79.6,7.50,3.50,0.00,0,1.40,182,4,,,,2.00,,,,,132,,11,0.06,0.62,0.10,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04231,foundation,หมากหมก/ผักหวานใบแหลม (),,ผักและผลิตภัณฑ์,ไม่ระบุ,57,78.4,5.60,1.00,2.60,7.7,4.70,,,,,,,,,18.00,,4384,,365,0.29,0.03,2.70,4,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04230,foundation,หมรุย/สมุย/หัสคุณ,Hatsa khun,ผักและผลิตภัณฑ์,ไม่ระบุ,75,72.9,4.70,0.40,6.10,14.2,1.70,,,,,,,,,18.00,,5390,,449,0.06,,1.40,4,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04233,foundation,"หยวกกล้วยน้ำว้า, อ่อน","Banana, young stem",ผักและผลิตภัณฑ์,ไม่ระบุ,0,97.6,0.40,0.10,0.00,0,0.50,22,47,,,,0.30,,,,,4,,tr,tr,tr,0.40,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04235,foundation,หัวปลี,Banana flower,ผักและผลิตภัณฑ์,ไม่ระบุ,0,92.3,1.40,0.20,0.00,0,0.90,28,40,,,,0.70,,,,,156,,13,0.01,0.02,0.60,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04236,foundation,เห็ดขมิ้น,"Mushroom, hed-kamin",ผักและผลิตภัณฑ์,ไม่ระบุ,0,92.7,2.70,0.50,0.00,0,0.80,2,17,,,,1.60,,,,,5494,,458,0.03,0.44,3.70,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04237,foundation,เห็ดเข็มทอง,"Mushroom,  golden neddle",ผักและผลิตภัณฑ์,ไม่ระบุ,24,92,1.71,0.11,3.02,2.4,0.79,0,72,8,6,291,1.06,tr,tr,1.40,,0,,0,tr,0.00,6.92,tr,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04234,foundation,หอมหัวใหญ่,Onion,ผักและผลิตภัณฑ์,ไม่ระบุ,29,91.8,1.40,0.10,5.00,1.2,0.50,8,27,,,,,,,,,0,,0,0.02,0.01,0.40,8,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04240,foundation,เห็ดตาโล่,"Mushroom, hed-ta-loh",ผักและผลิตภัณฑ์,ไม่ระบุ,0,97.9,0.15,0.13,0.00,,0.08,7,,,,,,,,1.88,,,,,tr,0.03,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04241,foundation,เห็ดนางฟ้า,"Mushroom, Indian oyster",ผักและผลิตภัณฑ์,ไม่ระบุ,0,91,2.30,0.30,0.00,0,0.70,,,,,,,,,,,,,,0.05,0.85,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04238,foundation,เห็ดซาง,"Mushroom, hed-saang",ผักและผลิตภัณฑ์,ไม่ระบุ,0,37.7,2.40,0.20,0.00,0,13.30,,,,,,,,,,,,,,,,3.10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04239,foundation,เห็ดตับเต่า,"Mushroom, bolete",ผักและผลิตภัณฑ์,ไม่ระบุ,0,92.4,2.50,0.10,0.00,0,0.50,13,37,,,,,,,,,,,,0.06,0.33,2.00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04244,foundation,เห็ดเป๋าฮื้อ,"Mushroom, abalone",ผักและผลิตภัณฑ์,ไม่ระบุ,0,91.1,1.60,0.40,0.00,0,0.90,3,78,,,,1.10,,,,,,,,0.01,0.24,2.80,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04242,foundation,เห็ดนางรม,"Mushroom, oyster",ผักและผลิตภัณฑ์,ไม่ระบุ,0,92,2.10,0.30,0.00,0,0.80,4,61,,,,0.30,,,,,,,,0.02,0.13,2.70,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04245,foundation,เห็ดเผาะ,"Mushroom, barometer earthstars",ผักและผลิตภัณฑ์,ไม่ระบุ,0,87.8,2.20,0.40,0.00,0,1.00,39,85,,,,3.60,,,,,0,,0,0.04,0.03,0.70,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04243,foundation,เห็ดบัว (เห็ดฟาง),"Mushroom, chinese/straw",ผักและผลิตภัณฑ์,ไม่ระบุ,0,90.6,3.20,0.20,0.00,0,1.00,8,18,,,,1.10,,,,,,,,0.07,0.25,3.00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04246,foundation,เห็ดลม/เห็ดกระด้าง,"Mushroom, hed-lom",ผักและผลิตภัณฑ์,ไม่ระบุ,0,72.4,1.85,0.15,0.00,0,0.40,282,14,,,,6.00,,,,,0,,0,0.13,0.40,1.40,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04248,foundation,เห็ดหูหนูสด,"Mushroom Jew's ear, fresh",ผักและผลิตภัณฑ์,ไม่ระบุ,0,87.1,1.40,0.10,0.00,0,0.50,60,tr,,,,6.10,,,,,0,,0,0.04,0.71,2.80,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04249,foundation,"เหลียง, ใบ","Baegu/Pak-lieng, leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,82,75.1,6.60,1.20,7.00,8.8,1.30,151,224,,,,2.50,,,,,3814,,318,0.18,0.75,1.70,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04247,foundation,เห็ดหอมสด,"Mushroom, shiitake, fresh",ผักและผลิตภัณฑ์,ไม่ระบุ,24,92.4,2.24,0.28,1.82,2.7,0.55,0,37,3,2,233,0.34,tr,0.79,1.28,,44,,3,0.13,0.32,2.43,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04250,foundation,"ออบแอบ, ใบ","Op-aep, leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,0,87.6,1.70,0.90,-8.60,0,1.20,,18,,,,2.80,,,,,,,,0.01,0.00,1.20,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04252,foundation,เอื้องน้ำ,Ueang-nam,ผักและผลิตภัณฑ์,ไม่ระบุ,23,91.9,0.80,0.10,2.70,3.8,0.70,100,,,,,,,,10.00,,581,,48,tr,1.49,0.70,21,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04253,foundation,เรดโอ๊ค (),,ผักและผลิตภัณฑ์,ไม่ระบุ,0,96,1.27,0.01,0.00,0,0.60,0,0,0,0,0,0.00,0.00,0.00,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04251,foundation,"อีหล่ำ/มะกล่ำ, ใบอ่อน","Red sanda wood tree, young leaves",ผักและผลิตภัณฑ์,ไม่ระบุ,0,78.1,5.50,1.10,0.00,0,1.90,,,,,,,,,,,,,,0.01,0.33,2.40,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04255,foundation,แรดิช (),,ผักและผลิตภัณฑ์,ไม่ระบุ,11,96.9,0.61,0.10,1.81,0,0.62,0,0,0,0,0,0.00,0.00,0.00,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04254,foundation,แคร์รอต (),,ผักและผลิตภัณฑ์,ไม่ระบุ,39,90.1,0.59,0.09,8.80,0,0.38,0,0,0,0,0,0.00,0.00,0.00,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04257,foundation,"ไก, สาหร่ายไก ()",,ผักและผลิตภัณฑ์,ไม่ระบุ,0,7.6,27.48,2.98,0.00,0,29.72,0,0,0,0,0,0.00,0.00,0.00,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04256,foundation,"ใบมะกรูด, สด ()",,ผักและผลิตภัณฑ์,ไม่ระบุ,153,58.7,4.63,1.43,30.37,0,4.88,7310,223,525,256,3851,0.00,0.00,0.00,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,1.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04259,foundation,กรีนโอ๊ค (),,ผักและผลิตภัณฑ์,ไม่ระบุ,0,96.1,1.39,0.12,0.00,0,0.56,0,0,0,0,0,0.00,0.00,0.00,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04262,foundation,คะน้าไชยา (),,ผักและผลิตภัณฑ์,ไม่ระบุ,0,79.6,6.60,1.64,0.00,0,3.77,0,0,0,0,0,0.00,0.00,0.00,0.00,,0,0.00,0,0.00,0.00,0.00,0,0.00,,,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
